id,sentiment,tweet
2984,positive,ألف مبروك ولله مصر كلها فرحنالك ومستنين منك الاغنيه الأولى #محمد_شاهين
2986,positive,"""#LaithAbuJoda #ليث_المصري_السادس احنا معتبرينك تبعنا خلاص\"""""
2988,positive,من حبه ربه حبب فيه خخلقققه وانت ربنا بيحبكك عشان كده خدت اللقب فى قلوب الناس ♥♥♥♥♥  #MinaAtta  مينا عطا http://t.co/Djti0UsB0b
2989,positive,ابقا جدع مع غيرك  متكونش عويل
2991,positive,الصِدْق أعظَمُ فضِيلة فِي الحَياة
2992,positive,الإنسان الناجح هو الذي يغلق فمه قبل أن يغلق الناس آذانهم ويفتح أذنيه قبل أن يفتح الناس أفواههم
2993,neutral,@dianadona87 @engy_latif @Appeaxpredeator شوفو الصور الباقيه بتحمل تابعووا
2999,positive,#اسامه_فقيه  الله يوفقك ويرزقك من حيث لا تحتسب   #ZDRSEDK4
3000,positive,@Jemawya_a7wgya ههههههعع لا ماهو انا خلصت
3001,neutral,:: @xesamir على رأى عبد المنعم محمود ....ياترى فيه كام واحد زى محمد حبيب لسه فى الأخوان و لم يكتشف ؟؟؟؟
3002,neutral,كفايه ان كرمه جت في 2014
3004,negative,@Ahmedalgadamy رصه انشروا وافضهوهم علي تلك الجريمه الافظع :(( حقائق عن جريمه ترحيلات ابو زعبل@nerminbedeir @NermeenYousri @j_jawjaw @ch_cake
3006,negative,وما خفي كان اعظم.        او يام في الجراب يحاوي.    . البلد بلدهم بس. ربنا يهدي الضال امين
3007,positive,نـجم أرب جوت تالنت بـجدارة ♥ http://t.co/MjMDRgN9yQ
3010,neutral,أقوى ١٠٠شخصية تأثيرا #هيثم_العبدالله. ٨٢ @haithamalabdull fans__haitham19@ #ZDRSEDK4  #كلنا_هيثم_واحنا_قدها http://t.co/deMePLSHt2
3012,negative,واما بنعمة ربك فحدث ... انا الايه ده بتيجي معايا بنتايج عكسية :( !!!
3013,negative,بيبقي كل.واحد مستني الكلمة من التاني فمحدش.بيقولها فبتفرقهم.الايام ...
3018,neutral,#نقطة_ضعف_الشباب كل شي عشان نفسهن رخوة كتييييير
3019,positive,صلي علي نبي و تبسم دائما
3020,negative,@MohammedHishem عدينا مرحله السياسه والقتل والدين وحتي معاناه معيشيه بتاعت الشعب مبقاش يفرق حاجه ..الاحسن ننسحب بهدوء وخلينا كوبنا افتراضي)
3022,negative,الجوع ملحد
3023,negative,رساله لكل واحد او وحده وسخه شتمت باسم يوسف او اتهمو بلخيانه والعماله وانه مابيفهمش  باسم يوسف سبلكم البلد برطعو فيها ياولاد الكلاب
3024,positive,@Say3d_Sal3m اجدع حاجه
3025,negative,البلد ده اقصها استك وتبقى لباس كبييييير بيضم طياز اكبر .. #دماغات :3
3028,negative,انا مش هعيش طول عمري ملاك✋
3030,positive,انا الدولة بتاعتى اسمها زمالك
3031,neutral,0اليوم مع وزير الصحه اﻻردني وعدد من النواب واصحاب العطوفه والسعادة في محافظة البلقاء http://t.co/9jR7rf1tLT
3035,positive,#نقطة_ضعف_الشاب العيون الجميلة...
3038,neutral,@sheko0ooz اه باين والله من غير توضيح  هعمل بنصيحتك حاضر .. شوفت بسمع الكلام ازاي
3039,neutral,@mhader464 #ShereenYehia  يا بنتى فيديو الانستجرام واكتبى معانا فى التاج شيرين يحيى مع لميس الحديدي
3040,negative,@MostafaMakawi @sallyesmail2 لا تلموا الفرعون و لكن لوموا اشعب احترف صناعه الفراعنه و تأليههم
3041,negative,"""اول موسم ف عرب جوت تالنت احا كان فاجر وبعد كده بيض معيز وخصوصا الموسم ده \"""""
3043,negative,@Asiaaa_Omar انام و اصحى الاقي قلة الادب دي ...
3044,negative,اعمل جدول وما امشيش عليه   #قصه_قصيره_حزينه
3046,neutral,- خليك انت بتربيتك واسلوبك مش تقولي هتعامل حسب اللي قدامي! ✋
3047,positive,@a7tajk199 ﺑﻌﻴﺪ ﺍﻟﺴﻮ ﻋﻠﻴﻚ ﻣﻦ ﺍﻟﻜﺴﺮ
3049,negative,"""\"""": فاطمة ناعوت اللي السيسي أمرها بنشر صحيح الدين الإسلامي في مصر بتتحاكم جنائياً بتهمة ازدراء الدين الإسلامي #منقول  فاشية عسكرية ودينية\"""""
3050,positive,#احمد_حلمى عسل عسل عسل عسل ٦٠٠ عسل
3053,positive,كل المطارح ملكناا .. نرقص مكااان ما نحب
3054,neutral,أو واحدة شبهها .. هي كانت مغطية نص وشها أصلاً
3055,positive,https://t.co/C0JmqvtkCq #محمد_شاهين #MohammadChahine ايوااااااااااااااا بقا والله عسل ياشاهينوووو وانسان بجد قبل ماتكون فنان ياصقر العرب
3057,negative,@m_elghonami دول مكسحين والله ويقولك زمالك واهلي بلا ارف  والناس تتخانق وده يفرح ان الاهلي اتغلب والأهلي يفرح لما الزمالك يتغلب حاجه تكسف!!
3059,neutral,الجو تلج ف الدور ٨
3060,positive,"""@esraa_nooh @ayamazen شكرا يا البي :\""""D"
3065,negative,@sheko0ooz احسن برده
3066,neutral,#StaracArabia #MinaAtta انهارده محمد سيراج لما لقي الفانز زعلان عشان مقعدش مع مينا قال هنعمل حفله وهجيبهلكم فيها قريب جدا
3067,neutral,@rula2141 هيأها ليا أحالها عاملة حفلة وغمزها كأهم ولاد صغار وما احتفلت ولا اد من طلاب ستار اكادمي
3070,negative,ياريت الحمير اللى بيكتبو انجليزى بحروف عربى يعرفوا ان كل لغة لها حروف تتكتب بيها بدل الجهل ده
3071,neutral,اهم شخصيات ٢٠١٤ :  #عبلة_كامل #الضفدع_كيرميت #مرتضى_منصور
3072,positive,اجمل نساء الدنيا  الزوجة الصالحة
3073,negative,رابعه اتفخت ف ال  audting النهارده  مستنين بكره هيحصل ايه ف تالته -_-
3074,neutral,@Amira111forever لاتبكي علي شئ ذهب.  فكل ذاهب فالحب. كالموت لايعرف مذاهب
3076,negative,"""""""مبحبش أي سؤال فيه كلمة illustrate كده من غير سبب، بس لو قال مكانها إشرح كذا هجاوب عادي، رغم إن ترجمتها يعني إشرح بس الكلمة نفسها غبية."""""""""
3077,neutral,يا جماعة والله كبرنا على الكلام في السياسة
3078,positive,@foxelfager هو عامة اهلاوى ولازملكاوى هو اعلامى كويس فشخ
3080,negative,معنديش اي ابن وسخة يخليني افرح او افرح حد ولو بأيسط طريقة.
3081,neutral,@dabous1 معلش الله يقويك ويحميك
3087,positive,"""ليث وابتسام واشراق دودو  ❤❤ #DoaaElSebaii  #LaithAbuJoda  #Ibtissamtiskat  #IchrakGmar http://t.co/gaACFKAUKX\"""""
3091,positive,@Antonious91   وساعات كمان من الشات :-) ❤
3092,neutral,@magnonabek1 هو إنتي أسمك إيه ؟ :D
3094,positive,نحن الان ف نهاية السنة ونتمنى من الله ان تكون سنة 2015 سنة خير وحب وامن واستقرار وتحسن ف جميع الأحوال  يارب .
3096,negative,انا مش مهمة عند حد فا ليه اخلي حد مهم عندي مهما كنت بحبو ؟
3097,negative,لكل من يتحدث من خلفي ..  لو أنك مكتمل الرجولة لتحدثت في وجهي!  #فهيد
3102,neutral,جمهور الإتحاد النهارده حضرماتش الباسكت بتاع الأهلى و ضربوا اللاعيبه محمود طاهر منع جمهور الأهلى من حضور يد و باسكت و بيقبض على الجمهور كمان
3103,positive,أحلى حاجة في الدنيا لما تحصل حاجة نفسك فيها فجأة فتفرح أستمتع وتبسط بكل التفصيل اللي ممكن تبسطك :) أرابيسك تصبحوا على خير :)
3104,positive,زى الملايكه اما تشوفها .. وردايه تحلم تقطفها .. http://t.co/sFUwknYGBq
3106,positive,@BenT_Abo_EzZ هههههههه قلب الام ^_^ حبيبتي
3108,neutral,انام و لا لأ ؟؟؟؟ اختارو
3109,neutral,@AlharthiFawaz فوووووووووووووواز  بليززززززززز بلغ سلامي ل محمد الصبحان اقرأ رسالتي ابي تويتر تبعه♡♡♡♡♡
3110,neutral,عن عمره فيما أفناه. http://t.co/06oEHMfzTP
3111,neutral,@RoKki0i لما السباك يجي
3115,neutral,@kayal40 @yaraahm59289392 @melbardisi1 @Anwaroosh01 @wardh_88 القلب يتخذ القرار اللي بيناسبو
3117,positive,بيوحشنى صوتك الهامس بسرح لما نتهامس فى صوتنا لما يتلامس
3118,negative,@8725Fa كفرة ؟  حتى العدد استخسروه فينا يقولك كام وثلاثين واحد
3119,negative,@AymanNour @drmahmoudrefaat إرحمنا ونقطنا بسكاتك...
3120,negative,#اسمعني اتنا اللي بضيعني  للماضي بترجعني وعايز تحبسني فيه  احلامي انتا اللي قضيت عليها لما اتحكمت فيها طب ليا ايه احنا الجيل الشايب وهو شباب
3121,neutral,@Samar_Eldesoky مش لوحدك
3122,neutral,@Ibn_Ibrahim88 و عَلكُم سلام!
3124,negative,طب اطلع غلي ف ايه !!!!
3125,negative,كويس لي جي ضي شويه على اقل نشحن كروستي االكهرباية باش منقعدش في حوش في مكان واحد وين يهرب ضي اشعر بي احباط شديد وين يهرب ضي لفتره طويله
3128,neutral,@anosh221123 سلام
3129,neutral,الافضل ان تعيش حياتك وتدعهم يعيشوا حياتهم -- وعلي قدر اقترابهم منك اقترب انت -- واجعل لمشاعرك وزنا  #تسريب_الشرق_لمكتب_السيسي
3132,negative,"""""""#هكلملك_القاضي وكم من قضاه كلمهم ممدوح شاهين ، وكم من قاتل أفلت من عقاب الأرض #تسريب_الشرق_لمكتب_السيسي"""""""""
3134,neutral,"""""""\""""أخٌ كالغذاء،تحتاج له دائماً و أخٌ كالدواء،تحتاج له أحياناً، و أخٌ كالداء،لا تحتاج إليه أبداً\"""" #مصطفى_محمود  أهو أنا بحب أكون رقم 2 ده فشخ!"""""""""
3135,positive,@MagnonaNeeeek انا عايز انيك أي واحدة جميلة http://t.co/ngYu9trolF
3138,neutral,@ahmed_mefreh  قناه  مكملين  عرضت التسريب
3139,positive,الماضي انتهاء لما عرفتك
3142,neutral,@Basel__Mohamed الكلام دا مستحيل لان كدا انت ممكن ترجع الزمن لورا
3143,negative,و انا قررت انى اعمل للناس اللى عندى كلها unfollow
3145,negative,خلص وصلت الفكرا .. شكرا لانك اثبتلى انى مليش حظ :)
3149,positive,#ياسمينا  رائعة ... تجنني  هي دي فعلا الموهبة اللي بجد
3150,positive,@princessheba1t ان شاء الله العملية تتم على خير وتقوم بالسلامة وتبقى زى الاول واحسن كمان ويباركلكو فيها
3151,neutral,المؤلف غير مسئول عن اي فكره هتكونها عني
3153,negative,"""\""""@DoniaHablas: قهرة Ed Sheeran و هو بيقول love me في اخر اغنية give me love.\"""" حسبي الله ونعم الوكيل"
3154,neutral,@googeetaa مشدلتلك
3155,neutral,@Rahma327 @somasoka3 @e3799e4dbf644b2 قصدك مين بيتجاهل شيرو
3156,neutral,@mahmoud20ma  انا سايبه الموب وفاتحه من لاب دلوقتى ع فكره :D
3159,negative,@bnashour @moatazmatar انا شايف انها محتاجة دكتورمسالك بولية لعلاجهم من حساب تحيا مصر
3163,negative,بقت البلد كلها حورات و محدش عارف الدنيا ماشية ازاى ولا عارفين اى بتنجان استغفر الله العظيم ياااااااااااارب ! اللهم ارنا الحق حقا ..
3164,negative,@farhhmh  ما أوحشك  يا دنيا
3166,neutral,شوفو ماذا قالت ميركل لمن يطالبون بمساواتهم بالمعلمين...! http://t.co/Gtiupenr0t
3167,neutral,@3abdo_Sala7 ابو صلاح
3169,negative,@mohamedkweder حوار خولاتي ونسوان
3172,positive,"""\"""" و في بداية صباحي أسألك إلهي أن يكتمل يومنا بلا قهر ولا تعب ولا هم ولا قلق ولا حزن ولا خذلان نصبح بك ومعك وبك أصبحنا يارحيم.\"""""
3173,negative,صاحب مصالح جارح مايسديش و يشييل في الأزمة ييجي في الوقت المالح و متحسيش انه له لزمة العيش و الملح اتباع و الكل صبح خدّاااع
3175,negative,العلق محمود عثمان مع خالد الغندور ع التليفون ..
3178,positive,شرفت مصر يا قبطاااان  يلا كام ريتويييت ؟  مينا عطا محمد شاهين #MinaAtta  #StaracArabia http://t.co/zBqgqLpDJ2
3179,positive,@m29_hfc @1lhfc @lmoo098 امين يارب
3181,neutral,@Muhamed__Ahmed @ahlyworld75 الاخوان من قناة تركية ومعتز مطر يرموا عضمة للنوشتاء وهم يولعوا الليلة
3188,neutral,@_ME__A مرحبا
3189,negative,لم أجد حل يحل محل الحال الحالي لحالتي حاليا
3190,negative,2015 سنة فردية ربنا يستر علينا كلنا !
3191,negative,@laloushh مش مظبوط
3192,neutral,العاقل هو من يضع قارب و يعبر النهر .. ليس من يبني حائط ليحمي نفسه من فيضانه .
3193,neutral,#ShereenYehia #MinaAtta  كلام مينا عن شرين يحى اخته وصديقته https://t.co/rxSrNAws77
3195,negative,كفايه صدمات يا كلااااااااب!
3196,negative,بلوك بقي للكلب ده اللي بيقول علينا عبيد البيادة وهو من عبيد المرشد تبع الخرفان يعني @abdelfattah75
3197,positive,@jalayousry @HanyHelaly1 بطل
3198,negative,@iMansaf يزم الشواب خربو اسامي كل الاكلات
3199,negative,@nevinegindy هيفضلوا يهروا ويولولوا ويمئمؤا إحنا ماشين ف طريقنا وهننجح بإذن الله الانكلاب يترنح
3203,negative,فى ناس ماشية بمبدأ انتا فى حالك واحنا برضوا فى حالك
3204,neutral,كريستال الدرة الشقية الفين سلام وتحية
3205,positive,وكم لله من لطف خفي ♥
3208,negative,انا بتقطع من جوايا ونسيت طعم الفرح.
3211,positive,تحلو مرارة عيش في رضاك ♥ مولاي
3212,neutral,@5__saron @JORYYY49 @Fofa2200 @loletaloka @BananaBolly @Tabu1992 @queen123joudi @__MahaSRK @12122Moon ادعولى يا بنات امتحانى يوم الاتنين
3215,neutral,أنا هناااام
3216,neutral,"""\""""@Takiiii: لو روحت الاهلي يا محمد يا ابراهيم ابقي سلم علي اينو و صبري و طارق السعيد و محمد صديق\"""" يوصل ان شاء الله"
3217,positive,#النادي الأهلي # دا فريق جبار  #زى الاعصار #ولعها نار
3221,neutral,@kimNanaAlg اه ماهي نازله علشان عيد ميلاد مينا وسمعت ان ليها استضافات ف مصر ع السي بي سي وروتانا
3224,neutral,طلع النسيان مش هو الحل! :D
3226,neutral,جمال الغندور : هدفي مبارة #الزمالك في ماتش انبي صحيحة .. و ضربة جزاء الزمالك غير صحيحة . و ضربة جزاء انبي صحيحة . و كان يجب طرد احمد علي
3227,negative,أحساس وحش أوي لما تحس أنك بتخسر كُل إللي بتحبهم بالتصوير البطئ.
3228,negative,اني اسقط اسقط اسقط
3229,neutral,اليلو دراجونز حضروا ماتش الاسماعيلة النهارده ؟
3232,negative,عارف حالك !! أبوس أيد امك خليك فيه
3233,negative,@remal3zizi نيك ثم نيك
3234,neutral,@ShalabyZz يقاطعهم
3235,positive,@El_Set_ البوس حاجه ممتعه الصراحه وحاجه حلوة فشخ واحلى حاجه لما هرمون الاكستوسين يبرد فى الافراز ونسبته تزيد فى الجسم احيه على دا احساس
3238,negative,مش ندمانة بالعكس كفايا إنك عني دلوقتي بعيد
3240,neutral,الاختفاء هو الحل نيهههههههه
3245,negative,انا اكتر حاجة ممكن تخسرنى حد  انه ميصدقنيش انه يكذب الكلام اللى بقوله
3247,negative,@5alegi_6 أخخخخخخخخ
3248,neutral,يارب اعرف اغش الدعوة دى مابيجليش قلب ادعيها
3249,negative,احا  هو في تسريب تاني؟؟
3257,positive,@niveenfady @NesrinKassim @AtiaSue05 @moelmor @LorinkaPearl كل سنه وإنتوا طيبين وسنه سعيده عليكوا يارب ودايما متجمعين ع المحبه
3259,neutral,:: @ahmedhlmy @gihanwaly  #خبر_يغطى_على_التسريبات القبض على قاتل سعاد حسنى
3260,neutral,تويتر وناسه متقدمين عن الفيس وناسه بتلاتين اربعين سنة ضوئية فى كل حاجة
3262,neutral,نبي نعرف شن قصه شبكه ليبيانا
3263,positive,@BenT_Abo_EzZ و انا وعهد الله حبيكي wtever happens....
3266,positive,@Rnnr18Ston  سلامة قلبك
3273,neutral,#موطني_هو تحت البطانيه و جنب شاحن الموبيل
3275,neutral,@Monasufian انا عن نفسي نصوت
3276,negative,"""""""ما هو انت لو موجود، ليه ساكت على كل دة؟"""""""""
3278,positive,مطلعين فرسة من صالة المطار قدامى .. ايه الجمال دا
3279,negative,اعمل ما بدالك...
3280,negative,#كلمه_تقولها_لشخص_مزعله اخبط دماغك فالحيط
3282,neutral,#خبر_يغطى_على_التسريبات ظهور اللواء عمر سليمان فى احد شوارع المهندسين ليلة امس
3284,negative,كل واحد بيدور ع اللى بيتجاهلو ويحبه :-/
3285,negative,خارجين مع شوية موبايلات ~
3286,negative,@AliSh_official1 @SarahAbdelbaky1 انا الدمعة هتفر من عيني .. يلا يا اوووفر انت وهي دا انتوا بتضربوا بعض قدامي :D
3287,positive,الينت ايه غير رقة و نضافة
3289,negative,ياريتك ..
3290,negative,@BenghaziyaA @osama_benghazi @loayomran انا ولد بنعازي يكفيني عارف الصح من الخطاء وعارف امعمر الحقير انه كان عافس ع الحقراء اللي ف الليثي
3292,positive,@goromalbeshe الله يشفيه
3293,neutral,@amahmod2103 وانا مثلك يارية تريحيني وانا اريحك http://t.co/plEExfPEKI
3294,negative,ما إنت ياما غلطت كتيرر
3295,neutral,ابن آدم خطائون من ملحد لذوي الدقون ✋
3296,negative,"""""""مهما كنت مجتهداً بنسيان الماضي ، صدفة واحدة قد تعيدك للوراء سنين"""""""""
3298,neutral,@fadelullahbujw2  لياا ساعه نجرب نفتح معش فتح
3301,negative,@ZD_RSEDK حرام عليكم
3304,neutral,"""""""@mohmmed_lotfy @da_sabry يوما ما سيعرف العالم ، ليس الآن"""""""""
3305,neutral,#موطني_هو #عربى #مصرى #عمرو_عمروسي  مبدع
3307,neutral,للحين عندي هواية التفال من المرتفعات
3308,negative,هناك آشخاص  نحنوا لا نخسرهم  إنما المواقف تغربلهم ..
3310,neutral,ارابس غوت تالنت حلقة الزيتوووووووووووون !
3311,negative,خسسسسسسااره علي طلععع  #ZDRSEDK4
3312,negative,العيب مش على الناس اللى بتطرح افكار مختلفة العيب على من يعتنق كل ما يمر بمسامعه بدون تنقيح .. فهونوا على انفسكم !
3316,negative,واهو بكره نقول كانت ذكرى
3317,positive,ادي اللي ف بالي بالملي قمر ومن السما نزلي.
3318,negative,@HeshZtv @mibrahimoff نهار  اسود مش ممكن اصدق والل اروح فيها
3319,negative,ماعندكيش شخصية ياست
3320,neutral,@Golden_Knight14 @aya_elmshnb اه اهلاوى الى ش يعرفة
3322,neutral,"""""""في ذكريات في حياتك مينفعش تتقال لحد .. مش عشان غلط ، عيب ، تافهة .. لأ بس عشان حلاوتها عمر ما حد هيفهمها الا اللي كان فيها"""""""""
3323,neutral,@mahmoudessmaiel @TahrirLive فين الخلاف الاخوان والاسلامجية نفس الفكر اليميني الرأسمالي ولا حضرتك مش واخد بالك
3324,neutral,قل لي متى ترسم على قلبي جراح   منك الصبر ما قويته افقدتني ما احتويته
3325,positive,شهادة حق بداية هي كل بداية لطريق الحق والنور ..تميز ..نجاح ..عطاء ..نسأل الله أن يحرم وجيهكم عن النار ..كماعهدناكم كنتم ومازلتم .. #ZDRSEDK4
3326,neutral,"""""""أذا أردت أن تصمد للحياة ، فلا تأخذها على أنها مأساة .."""""""""
3327,negative,ديما نقوللكم فيه ناس من كثر الاكتئاب لعندهم يتمنوا لو أنهم أنخلقوا حيوانات ما حد صدقني http://t.co/zzVJTIXWhd
3330,neutral,ترتيب الأولويات.
3332,negative,أسئلة توضح معاناتي.
3335,negative,@abdelrhman14987 والله الحكام دول محتاجين معجزه سماويه علشان يتعدلو
3336,negative,@MarwanWorfali مش نا لي درتها ظلمتني محمد خويا☜♨
3337,positive,1 minute ago بليز اللي بيحب دعاء بجد يصوووت لها نسبتها قليله .. شدوو الهمه.. دعاء السباعي #DoaaElSebaii http://t.co/MBDGd82sNC
3338,neutral,#تسريب_الشرق_لمكتب_السيسي عجبتني جملة معتز مطر لما قال: النهاردة مجرد بداية لسلسلة تسريبات لسه هتتذاع دي كفيلة لوحدها انهم يسربوا لاإراديا
3340,positive,@FMeqdad يسلموا
3343,positive,@Noodyamin30Nada @kosaikuwait @kosaisham @Lujainloje @rasha_khaulya @Asma44409525 بلدى لكن اسيبها او اتخلى عن جنسيتى مستحيل
3347,negative,@Deyya95 @nonamoon6 نونا حاقدة عليك
3348,positive,@900__1 وانت بالصحة والسلامة وسنه عزه ونصر ع الجيش المصري ان شاء الله http://t.co/a8arI7uLFl
3349,negative,نفسى ارجع اعيش يوم واحد من ايام زمان ..
3354,negative,كانت لتقترب لولا الكذب
3355,negative,@wessamahmed277 صعب  اووووووووووووووي
3356,negative,"""#تسريب_الشرق_لمكتب_السيسي أسوأ ما ورد في التسريبات \"""" الحاجة وتلاتين \"""" فهي تختصر قيمة الانسان عند العسكر"
3360,positive,وأنت سري وانت ما نويت إكتشافه ..
3361,neutral,@SweetLolze @McDonaldsEgypt طيب واحد بيج تيستي s:D
3363,neutral,صار بدا نومي
3365,neutral,البوم الليله معلق معايا انهارده اووى
3366,negative,و العشم لما يطلع علي الفاضي بتبقي اكبر مقلب ممكن تاخدة !!
3367,negative,@Youssif_Sale7 انا نفس الكلام بس تويتر بس تقريبا بيضيع وقتي جامد و فنفس الوقت مش عارفة ابتدي اقفله من امتي مثلا بدل ما ازهق بدري
3370,neutral,عندى احساس قوى ان فيه حياه تانية غير اللى احنا عايشينها دى.
3371,negative,بس انتا بردو ابن كلب
3372,neutral,أصابك عشقا
3374,positive,#محمد_ابراهيم مش خاين مش خابن وبيكره الاهلي مش حصدق استحاله #زمالك
3375,positive,"""""""@mankosheh يا مسكينه بعينك الله ، معك وقت تنامي اقرأي المعوذات ونامي"""""""""
3379,neutral,@marwansenousy07 غالباً استقرار في البيت
3380,positive,وقع بحبك علي الانثي ترانيم وتناغم موسيقي الطبيعه مع بعضها البعض فإن كان في استطاعتك ياأدم قولها لاتتردد فهي تحب ان تسمعها كل حين #لومي
3383,neutral,@Radia93_kazzuz ممكن علي مناطق معينة
3384,negative,@VodafoneEgypt انا عنده مشكله و ومحتاجه مساعده
3385,negative,"""البرود اللي فيني هالايام أبرد من الاربعه اللي كانوا يعزفوآ على سفينة \"""" تايتنك \"""" وهي تغرق .\""""♥"
3386,negative,""""""": الجهل يحقق رابطة متينة بين الفئات المصابة به، ويرصها جميعاً صفاً واحداً ضد الأعداء وراء الجدار في حالة استعداد دائمة للبدء في القتال\"""""""""""""
3388,negative,يارب الكليه تولع الصبح قبل الأمتحان http://t.co/iODS15ZIso
3389,negative,ما هو علاج مرض القلوب؟
3393,neutral,@NoOna_Bn_mussa لكن دور بدون كلام هذا اصعب نوع من انواع التمثيل
3394,positive,ياربّ فِي جَوف أرضَگ ” أمواتّ“ أبعدهم القَدر عَنا  فَـ/ أرحمھم برحمَتگ و اغفر لہم و وسع قبورهم و أسگنہمْ فسيح جناتك. . #ميرا #شيرين  #ندى
3395,negative,"""الوسخ ماجد سامي قال يعني بيحتفل بالهدف 100 لـ\""""وادي فجلة\"""" ناديه ف الدوري قام عامل اعلان كل اهدافهم اللي جابوها ف #الزمالك  أصل الزمالك بيوجعه"
3397,negative,لما تحس ان وجودك زى عدمه يبقى عدمه احسن ..
3398,neutral,سئل حكيم : هل هناك أقبح من البخل ؟ قال : نعم الكريم إذا تحدث بإحسانه لمن أحسن اليه .
3401,negative,بضايق من طريقتي دي لأنها بتوترني و بتاخد مساحة كبيرة من تفكيري
3404,negative,السبوعين اللي فاتو كانوا من أكبر فترات الضياع اللي عشتها فحياتي .. فيه حاجه غلط بجد !
3405,positive,#محمد_شاهين  #ليث_المصري_السادس #كنزه_حبيبه_المصريين كنوزتنا عايزينك تنورى مصر قريب وتحية من مصر لاهل الجزائر
3406,neutral,يا ناطرين التلج ..ما عاد بدكن ترجعوا ؟!
3410,neutral,@Ibra_Elsamman يا عم عارف طب حاول تفتكر ولو ما افتكرتش لما اشوفك هبقى اقلك
3413,positive,حِين يقُول لي أُحبك ينزاح الظَلام ويعُم السلام ويُغني لي الزهُر ..!
3415,positive,@hhe600 اومال يابنتى احنا نواينا صادقه  بس حلو الهاشتجين دول عجبنى #كنزه_حبيبه_المصريين #ليث_المصري_السادس
3418,neutral,"""#اتفرج.. فيديو: \""""الطب الشرعي\"""" يكشف الستار عن عدد حالات الانتحار في #مصر  شاهد الفيديو.. http://t.co/YjEjo4nN3a http://t.co/PHjcPQtDU4"
3419,positive,نعمة الاسلام اشي لا يقدر بثمن  الحمد لله ♥
3420,positive,"""“@BuriedDiva: \""""منة كانت لما بتضحك يحلى فى عينى العمر الجاى\""""” +1"
3424,neutral,مش كل بتبقى زي ما احنا شايفنها !!!!!
3425,negative,مش هنسى ان اول بنت عملتلها ادد ع الفيسبوك عملتلى بلوك قبل ما تعملى اكسيبت :(
3427,neutral,@mannoa43 يصير يصير  مش يقولوا انه الاموات يسمعوا فينا
3428,negative,@eman_rm70 هتاخد زمنها و زمن غيرها
3429,negative,اشكى اهاتى ااااااه واه اهاتى ااااااه وقول يادنيا خدى وهاتى خدى وهاتى دة انا المغنى المغنواتى ..
3431,positive,@saraalmsrya صباح أورد من أحمد انا بحب سكس انا بحب الزمالك الرضاعة من كل حتي كس
3432,negative,مش مبين .. اي حاجة وعمال بتتألم .. مش مبين .. بس دمعه من كتر بكاه علي وشه علم !
3434,neutral,العدل ف الميزان لكل خلق الله ..
3435,positive,ضحكتها بس لوحدها قصيــده شعــر http://t.co/ER2Ckj66mJ
3436,negative,"""""""\""""@HeshiAm_: طب معلش يا جماعة نجرب بس، كوت زيس تويت ويز ا سيلفي بس راعو فينا ربنا\"""" دول مرعاوش حاجه ولا راعوا فينا ربنا ولا الهه الشمس حتى"""""""""
3437,neutral,سبحان الله وبحمده عددخلقه ورضا نفسه وزنة عرشة ومداد كلماته
3438,neutral,الامتحانات علي الابواب http://t.co/tQpAKumV7E
3439,negative,ذنب ناس .. بتخلصه ناس تانيه خالص.
3443,neutral,"""@MaiRaafatAbdall واحد بيقول \"""" البص \"""" عايزا جزئه يتثبت :v"
3444,negative,اى حاجه حرام بتبقى بنت وسخه .... بي مغريه
3445,positive,الاغنية اللى تهز قلبك وتنزل دمعتك وتقربك لربنا يترفعلها القبعة
3449,neutral,"""""""الفرنسي مبتفرجش غير علي باريس سانجيرمان، عشان لويز وإبرا وبس :D"""""""""
3450,negative,اسمط شعور ... تقعد مضايق و تفتح الكاميرا الاماميه بالغلط.. يعني هو الواحد ناقصه هموم.
3452,positive,@Ticker_TwiPress تسلم :)
3453,positive,@001c00544a0e4a2 تحفة الصورة ايوة كده الا انا عينى وجعتنى من الابيض واسود
3459,neutral,@BassoumaTiskat طب ما رولا كان المنتج انديمول كلوديا بتعتبر مسلسل وبتتحكم فى احداثه وقالتها مره هما ادونا حياتهم 4 شهور تحت تصرفنا
3460,positive,تحبوني آدعو اني اعيش طول العمر مع دادو ♥ http://t.co/K1qskLjgLx
3461,negative,انا عايز حد يكون عايز  يفضل و يايا بدون أسباب  دورت فـ كشف اللى أعرفهم  فـ لقيتنى أخدت الكل غياب !
3465,neutral,من يسولي حسابي كيك ماسنجر بليز ناطره
3467,neutral,تصبحو علي خير
3468,neutral,@fatmeAbdallah عملتيلو ؟
3470,neutral,اللهم اني اسالك موجبات رحمتك وعزائم مغفرتك
3471,negative,الذين نرفض أن ننزل لمستواهم لا يعرفون أن ثمة فرقا شاسعا بين التكبر و الترفع الترفع شيء يشبه نصيحة أهلنا لنا ونحن صغار: إياكم وأولاد الشوارع
3473,positive,"""""""منت لحظه جت تداريني وتعدي ، انت عمر صرت اعيشه من جديد"""""""""
3474,neutral,@suzy_farag @Lujainx_ بس باين عليك لي هلبا في لبنان
3476,positive,سموا البينا زى ما يكون علاقه صداقه حب وجنون #ابو_زيزو
