id,class,tweet
2460,pos,وﻻ تنسوا الفضل بينكم #قرءان
2461,neg,@Golden_Knight14 الراجل واقف متكدر أصلاً
2466,neg,"""@VodafoneEgypt أنا لسه جايبة خط فودافون ولما بتصل ب أي رقم يقولي\""""غير مسموح بالاتصال من هذا الرقم\"""" !!"
2468,neu,هوة مش كدا مؤمن خلاص مبقاش تباعنا والمفرود ميلعبش ماتش دمنهور ؟
2472,neg,دوله المشروع الحضاري الفساد فاق حد التصور والان ال http://t.co/e762UmaFSn
2473,pos,الفرحة لما تفتكر حاجة تخليك فجأة تضحك لوحدك
2476,pos,@lili2235623891 احبك وانت كده
2477,neu,"""""""التشاؤم علامة العجز ، فنحن نصبح متشائمين عندما نشعر بعجزنا عن السيطرة"""""""""
2478,neg,"""""""@AloulSohaila ما دام  ورد ذكر حرف الدال ببدل بدي ،، فانو الجوع في اقصى مراحله"""""""""
2479,pos,"""""""\""""@fahad60801: اللهم رب جبرائيل، وميكائيل، ورب إسرافيل، أعوذ بك من حر النار ومن عذاب القبر http://t.co/kg3THS7epy\"""""""""""""
2480,neg,@queenperfume @Hazem__Azim حضرتك شوفتى المسرحيه ؟؟؟؟؟؟؟؟؟؟؟؟  للاسف تدفعو ورا السلفيين اللى شعللو الدنيا .... والحقيقه انهم الحقراء
2481,pos,كلام واضح و صريح ...
2482,neg,يا داعش صبرك صبرك... الاردني رح يحفر قبرك #كلنا_معاذ #كلنا_الاردن
2484,neg,@DrJasimKhalfan @NabdApp قيادات الاخوان يعلمون انهم مدانون في الجرائم التي يحاكمون عليها  ..فيدعون البطولات بالتطاول علي القضاة ..
2485,pos,#MinaAtta توصل بالسلامة ياقبطان مصر شرفتنا باخلاقك يافارس : مينا عطا #مينا_فخر_العرب #MinaAtta http://t.co/HmVFsdiiUL
2486,neg,بالنسبة للشبكات اللى كانت واقعة انهاردة .. ابوكو. :$
2487,neg,"""""""@Ahmed_3aBdou @ebrahimelhadad1  حفلنا شويه ،يالا نخش على الحداد."""""""""
2489,pos,عامه .. الاحلام بتساعد ع الوقوف ع ارض صلبه
2491,neg,أنا مكرهش في حياتي قد اللي بيفكر نفسه فاهم كل حاجة و فاكر اني عبيطة و مش فاهمة أحب أقولهم انتوا اللي عبط لامؤخذة و شكرا
2492,pos,موضوع ان الاهل يكونوا مديين ثقة ده اصعب من انهم يكونوا مراقبين و خانقين..هما لما ادوا الثقة عرفوك ان ربنا بيراقبك و سابوك لضميرك✋
2493,neg,"""بسالوا الناس كيف امتحان اليوم؟ بجيك واحد عرص \"""" رسبت على علامتين\"""" يفضح عرضك انت الثاني صرت عارف"
2495,pos,"""""""\""""@raadalfaouri: @AbeerWreikat بحبكم كلكم يا قرايبي، ابشروا\"""" قدها #مدام_جيجي"""""""""
2496,pos,@sarafahmy2000 هههههههههههه يا ستي ربنا يزيدها
2497,neg,@AdemHatem وهذا هو الانقسام
2498,pos,قالوا عنك كلام .. بس انا فضلت على انطباعى بردوا و انا طلعت صح فالاخر   -واحده ف الفوللورز ^^
2500,pos,"""\""""ﻻ تدري لعل الله يحدث بعد ذلك أمرا\"""""
2506,pos,@NesrinMowafy معاكى فى كتاب رائع فى الموضوع دة عايز أبقى ادهولك  باختصار مشي حياتك حبة يعقل وحبة من غير
2511,neg,#StaracArabia  https://t.co/mkokiUaESJ اي حد جزمة هيفتح بقه بعد كدة علي كنزة بالجزمة لان الاخترام مينفعش مع الاشكال دي واي حد حقاني ينشروه
2513,pos,Happy Birthday Qaddura -: http://t.co/yJZBJFoDyx @KareemQaddura  بنهديك هالفيديو بمناسبة عيد ميﻻدك :)
2514,neu,"""قناة الشرق تذيع تسريباً جديداً اليوم في برنامج \"""" مع معتز \"""""
2516,neg,"""#اليوم_السابع   وفاة فرد الشرطة المصاب فى \""""حادث سفنكس\"""" الإرهابى بالعجوزة  http://t.co/ADchN7NFBj http://t.co/hqSQ3PTyFC"
2518,neg,خشيت علمي عشان ما احفظ .. طلع ما فيه فهم ولا حتى حفظ :$
2524,neg,اه يا مرارتي.
2525,pos,يارب  خذ بيدى                 رب  أحفظنى من الشياطين أنسهم  وجنهم رب  أشفينى  وأشف كل مريض
2526,pos,@MaRwaEltantawy1 @MennaAshraf38 صح جدآ :(
2528,pos,ماشي كمان مرة عشان خاطر رودينا :) #فولورز_رودينا_هيحتلو_التريند https://t.co/V2oJnrwOTD
2529,neg,الناس اللى بتحسد وتحقد على غيرها دى مبينقرضوش ابدا !
2530,pos,@assafir طول بالك / لا تستعجل
2531,neg,تخيل انك انسان تعمل وتتعب لـ 3 سنوات عشان تحقق شي وتفشل فيه ويجي شخص اخر ويحققه النجاح من اول موسم .. شينه بحقك وطبيعي الصراخ على قدر الالم
2533,neg,@ii_zorro @imohmd_9 @ziyadxd ياكلب حط يوزري زين
2534,neg,مراحل حياة الإنسان:  1- الميلاد 2- أحا هو فى إيه!! 3- الموت
2535,neg,التسريب الجديد لن يغير من الوضع شئ فمؤيدي الانقلاب مهما سمعوا سيظلون علي ضلالهم  اللي هيفرق معانا فقد هو مزيد من وضوح حقائق المؤمرة
2536,neg,@TEDataEgypt  ياريت تسعدوني انا جالي رساله التفعيل وركبت الراوتر ومفيش نت اشتغل 0507970062 حرام والله كدا
2537,neg,ياه اوحش حاجه انك تظن فى حاجه وتنسى ان بعد الظن اثم
2539,neg,@meesooalomar حرام عليك مافيش الحد مش مخطي كلنا خطاؤن
2540,neg,رئيس نادي انبي : النادي الاهلي لم يتقدم بعرض لشراء مؤمن زكريا . اومال ابن الوسخه طالع يقولك مش هاروح الاهلي ليه !! الاهلي مش عايز اهلك اصلا
2541,neg,انسحب وسيب الكل احسن حل
2544,neg,@Masrawy @amirali71457249  قليل هذا الحكم المفروض 25سنه لمن يهين قاضى
2546,neg,"""""""“@Ubergulf: ﺭﻏﻢ ﻛﻞ ﺍﻟﻤﺎﺀ ﺍﻟﻌﺬﺏ ﺍﻟﺬﻱ ﺗﺼﺒﻪ ﺍﻟﺴﻤﺎﺀ ﻓﻲ ﺍﻟﺒﺤﺮ ﺇﻻ‌ اﻧﻪ ﻳﺒﻘﻰ ﻣﺎﻟﺤﺎً ﻓﻼ‌ ﺗﺮﻫﻖ ﻧﻔﺴﻚ ، ﻓﺎﻟﺒﻌﺾ ﻻ‌ ﻳﺘﻐﻴﺮﻭﻥ ﻣﻬﻤﺎ ﺣﺎﻭﻟﺖ”"""""""""
2548,pos,صبرا. فأن الصبر للأحرار زادا صبرا وانا ذاد البلاء بهم لزادوا صبرا.   صبرا
2554,neg,@helalkaabi @al7nann88  ابن زايد لو أبوه الله يرحمه يعرف هذي أفعاله كان ما خلَّفه ويطرده على طنب الصغرى يسهر مع حبايبه الايرانيين
2555,neg,@g_okk25 مليون متابعه عملت لك ماشفت منك شي
2557,neu,فحقق الشرط ... لتستحق الوعد ... و تنال المكافأة. http://t.co/VQkASUWUat
2558,pos,امراه رائعه http://t.co/i0A889ENL0
2561,neg,اصلا انتى ازاى ليكى وش تتكلمى !
2567,neg,@sa7aralex مبضون
2568,neg,@KHALEDGo @midoahm هههههههه الكوره من نص الملعب وحسن شخلته بيجري ادام الحكم تتلفي ليه الا لو هي مفصوده ربنا ينتقم من كل ظالم
2570,pos,أنت فتاة لا يقدر عليها رجل؛ فتاة لا يقدر عليها إنسان على سلبها شيئا لا تمنحه طواعية..!
2573,neg,"""نور قلبت عليا مواجع اغاني ديمي لوفاتو :\""""("
2575,pos,لا تستمع إلى نداء المنهزمين
2577,pos,#ZDRSEDK4 سعيد الشهراني يحتاج دعواتكم حتى بعد البرنامج الرجل عاطل عن العمل ويبتسم رغم حزنه اسأل الله ان لاينتهي البرنامج إلا وقد بشر بوظيفه
2579,pos,مرحبا كيفك احمد رقم الهاتف الجوال 01114417616 01210708003
2580,neg,@cute_nashi غاويين يتعبونا على طول
2581,neg,"""""""انا شئ مزعج فى الحياة،،، فلا تقتربوا يا ملائيكه."""""""""
2582,pos,اللهم زد وَبَارِكْ  http://t.co/bABFe2qnvb
2585,neg,حفتر. الحجازى. صقر الجروشى. الغريانى. السويحلى. بادي.   لقد كان عامآ اسودآ يوم ما شفنا خليقكم   مارك عفاريت هيلد
2586,neg,@awadrashwan كذاب ياهو بولي سارق الموبايل ثانا راقد
2588,pos,"""""""من بين البنات انتى عليكى العين، يامو الخدود تفاح وفيها غمازتين"""""""""
2589,pos,@Randa_hamdy  اتمنا.لك.امسيه.سعيده. كلها.فرح.وسرور.. http://t.co/nWYmrSTa9k
2590,neu,@rahmaessam841 اه هي كيميا في اعدادي بس
2593,neu,#ZDRSEDK4 حساب جمعية المستودع الخيري بالمدينة المنورة http://t.co/nBeMcoTdwW
2596,pos,@nooory_111 امين
2597,neu,@MOHAMMED_7_ALI يلا
2598,pos,كل أقدار الله طيبه  سواء طابت بها روحك أم لم تطب ﴿ والله يعلمُ وأنتم لا تعلمون ﴾ http://t.co/awBIntwxOb
2599,pos,اللهم صيبا نافعا  امطار الخير
2602,pos,@3imad_3imad @arwamostafa211 @Staracarabia_10 رائع وعصرى وانيق ولايق على الملكة
2603,pos,@OfficialLaith #LaithAbuJoda@ يلا هجوم يا الجيش الليثاوي ياا على التصويت بدنا نشوف الفرق ويعرفوا مين احنا يلا هجوم
2604,pos,"""""""، آلبساطه والكلمه #آلطيبه .. وحب آلناس #ليك   هي دي #آلحياه"""""""""
2605,neg,حساب مينا بقا حلبه مصارعه زي حساب عبدلله بظبط  وحساب كنزة هيكون نسخة من حساب رنا عااااااااا  يارب صبرنا كل سنه شويه اوثاخ جداد حسبي الله ...
2606,neg,انتوا مملين ..
2607,pos,@ElNoujoummNews @nogaghaly1 يوصل بالسلامه ... مصر هتنوووور
2609,pos,"""""""لا تعظم الأشخاص على انو مافي اجمل منهم وتبالغ بفرحتك لما تكلمهم ، لأنك بهذا القرار  راح تربط نفسيتك وراحتك فيهم وتندم http://t.co/9EOZVQOloY"""""""""
2611,neg,الواحد يخلص 3كليه واروح اعيش في البيت ال في ميت غمر عشان في ناس معنتش عاوز اشوفها
2614,pos,@Lovemy_dad @masriya98 @monaabdelaziz11 @ossamamh1 الفضل يرجع ليكم احلي منشن علي تويتر كله http://t.co/ElIkrdt5Zm
2616,pos,السعاده ممكن تكون توست ساخن وتقعد نازله منه الجبنه وهي سايحه عادي
2617,neu,ومسائل لمعرفة الحوائج هل تقضى أم لا ومسائل لقضاء الحوائج ومسائل في عقد الألسنة ومسائل في حل المشكلات و مسائل في تسهيل المصاعب 00963968359454
2618,pos,ربّنا أننا آمنا فاغفر لنا ذنوبنا وقنا عذاب النار
2619,neg,@halaelmogy1 اه طب يسيبوا كل واحد ف حاله  الكلام محبط وحاجة مقرفة الصراحة
2623,neg,اللي تقهرني مدن ايام الثورةوالدق الصح رايات خضروجوسمح وفلوس وتوا #توار حقيقيين ومع الخوارج وكلاب لمليشيات مزراطةكيف جت هذي! #يي_ياما_دونها
2624,neu,حصاد وإنجازات راغبنا لعام ٢٠١٤في العدد الجديد من مجلتكم قريباً @raghebalama http://t.co/YzljbzlMCx
2625,pos,"""جاع فصبر… وربط على بطنه الحجر… ثم اٌعطِيَ فشكر… وجاهد في سبيل الله فانتصر … هذا هو حبيبنا المصطفى ( محمد )…صلّوا عليه وسلموا تسليما\"""""
2626,pos,@sara101010 @5111blackman @86c621a4d06d460 @kneth10 @wwwfreeman3 @sam71113  مساء العسل
2627,neg,إسرائيل ليش حاطة رجليها و يديها بمي باردة من ناحيتنا ؟ كل يوم بتفوت عالتايم لاين الأردني نص ساعة و بتطلع
2628,pos,@Mohamd_Qatawneh  مش انا الي بخسر
2629,pos,@Moodywahidi خلاص انسى يا صاحبي
2631,neg,@mo7Soc روح ذاكر يا وييييييسخ :-D
2632,neu,فانز راغبنا من فلسطين تروي حكايه محبتها لراغبنا  من هي ؟ تابعونا لتعرفوا التفاصيل  في العدد الجديد من مجلتكم @raghebalama
2634,neg,@adelkamal99 ومين فينا مش عجوز
2636,pos,عليه أفضل الصلاة والسلام http://t.co/sy3sTLbQ0A
2637,pos,@alwatani_club   الف مبروك الفوز لكن الان كم ترتيب ونقاط الوطني
2638,pos,@Amalshurrab1 حبيبتي ان شاء الله السنة الجاي علينا جميعا على المستوى الشخصي والعام ويارب تهدّي الأمور عندكو بكفّيكو انتو شعب تستحقوا الحياه
2640,pos,@SalehBec انت حبيبي يا صالح بس الفيفوريت بتاعتك قليلين XD
2641,neg,هي دي حالتي بلظبط :(
2642,pos,@Elzin72 @Lovemy_dad @masriya98 @ossamamh1 الله الله تسلم يا زين
2646,pos,@Molly_9_2 @s_u_zy_512 @AtiaSue05 @holakoooo418 @a_a_m_m_7 أن شاء الله وعقبال اوﻻدك
2650,pos,@AhmedHosny876 هو اللي مظبطنا :D
2652,neg,عمرى مصدقت اى حد بيقول تصريح بيبدأ ببجوز او ﻻ يجوز .. عشان رأيك مش بالقيمة اللى انت متخيلها ديه عندى
2656,pos,هيه دبي حلوه كدا ليه
2659,neg,ربنا يكفينا شر العﻻمه الصفرة :-D
2660,neu,بالفيديو.. البابا تواضروس عن «ماسبيرو»: «حادث مثل أي حادث.. والحقوق القانونية لن تضيع»   المصري اليوم http://t.co/KchuZacgp9 via
2662,pos,@nono_nawalahmwd ايلي قالي سااعه ويوصلوا هما لسه راكبين الطيااره من حوالي ربع ساعه
2664,pos,ف كل استاد موجود .. #الحرية_لجمهور_الزمالك http://t.co/bmmNRq2uR5
2665,pos,@abuaalkarim ألـــف مبرووووك
2666,pos,كلا إن معي ربي سيهدين ..
2668,neg,وبان حزنه كله و ضعفه لما فاق
2669,neg,@Hamada__Salah اكييد بس هيا حاله زهق
2670,neg,مصر الان ينماتكونوا يدرككم الموت في عصر الانقلاب http://t.co/zKm45kaogX
2672,pos,@kinzyamr المهم كننزي ما تتهربيش مش عشان زهقتك مني ع الانستجرام ماتسلميليش ع مينا وتبقي حبيبتي وصحبتي اوي لو خلتيه يمضيلي اوتوجراف بأسمي
2677,pos,@Esraaad00114731 ككلمت ايلي وهو طمني عليه وخلاني اككلمه امبارح
2679,neu,@Bankboubyan السلام عليكم تطبيق بوبيان ماضبط معاي لان الاكاونت تم إلغاءه شلون أرده ؟
2681,pos,ان الواحد يحترم نفسه اهم من انه يحترم الناس  وانه يهتم بمنظره قدام نفسه اهم برده من منظره قدام الناس .
2682,neu,B-) (@ Mohamed Najeeb St.   شارع محمد نجيب) https://t.co/F0QmuIW3a4
2684,pos,"""""""بعد منتصف الليل يوآسي القمر أحد ضحايا العشق قائلاً : لا تحزن إن كنت وحيداً ، فَ أنا رغم جمالي وحيد"""""""""
2686,pos,يقول ابن القيم : لا يزال المرء يعاني الطاعة حتى يألفها ويحبها فيُقيّض الله له ملائكةً تؤزه إليها أزاً توقظه من نومه إليها ومن مجلسه إليها
2689,pos,كله عشان خاطرك يا سبووووووتي مع اني مكنتش ناوي انزل اساسا
2691,pos,نَاقةَ الله و سُقياها ! #الشمس
2693,pos,علي عجينه وسيكا اخلاء سبيل ..بس لسه مخرجوش ..يارب الليله يكونو في بيوتهم
2696,pos,يلا الكل عالتصويت بلاش نضيع مجهودنا علي الفاضي خلينا نزود الفارق بليز   http://t.co/QKrvjgY6lz   #AbdelSalamZayed #IbtissamTiskat
2697,neg,الاسبوع هادا كل ما افكر كيف بدو يمرق برج راسي انو احاول انسى وبرجع بفكر مش هييييك !
2698,pos,@dodokemo98 كل خيرررر
2700,neg,@SeyALY انت مقتنع طيب بللي بتقولوا دا؟
2701,pos,"""""""الحياةُ بالقُرب من الله حياة مُطمئنة ، محفوفة بالتوفيق ، و مُزّينة بالرِّضا ، ومليئةٌ بالسّعادة ، عِشْ تلك الحياة ولك الهَناءُ أبدًا"""""""""
2702,pos,@ahmedgalal_9 انت قديم ابو الجﻻجيل دلوقتى انت اللى بتجيب انا عايزة تورتة شيكوﻻتة مليش دعوة وعصير فلوريدا :D
2705,neg,كﻻ فجر ليبيا تبيلهم الناتو من الاخر ...كﻻ هكي معش ينفع
2706,pos,صالحت الدنيا بك ومعك.
2708,pos,"""""""لكَل شي بديلّ ، إلآ #الوالديِن ♡\""""!"""""""""
2711,neg,انا مش لاقي نفسي مش فاهمني ..
2713,neu,#المصري_اليوم   «ناعوت»: «أذيال الإخوان» وراء اتهامي بازدراء الإسلام ولا أتبرأ مما كتبت http://t.co/J6lTp2rtFr http://t.co/4EjHVFjOPO
2720,neg,"""""""ولا عارفه احل شي، اكلت هوا"""""""""
2722,pos,@lithyeg امييييييين يارب  #تويب_تحب_تقوله_كل_سنة_وانت_طيب
2723,pos,أشهدُ أن لا امرأة ً  تشبهني كصورة زيتية  في الفكر والسلوك إلا أنت  والعقل والجنون إلا أنت  #نزار_قباني… http://t.co/N9VqUUym0i
2724,pos,ماتيجى هنا وانا احبك ❤
2725,neg,#المصري_اليوم   انفجار قنبلة بجوار مقهى في #حلوان دون خسائر http://t.co/boOwrmxg1i http://t.co/BQKkDGwS3a
2726,pos,اشهد ان لا امرٲة اتقنت اللعبة الا انتِ ..
2727,pos,مابين همزة وصل وعلامة تعجب تكمن الحكاية !
2731,pos,"""\""""@B3B9XMX9: لا إِلَهَ إِلاّ اللهُ واللهُ أَكْبَر • ❁\"""""
2734,pos,عجباً لثبات قلبك
2736,neg,الكلمة ال بدايق عمرها ما بتنتسى :$
2737,pos,من جمال حظي أني عرفتك ....ربي يسعد مساك @kosai1khauli http://t.co/bkRz07BYcF
2739,pos,اولا تحيه لشهدائنا الابرار اللي استشهدوا علشان بلدنا وعلشانا ربنا يرحمكم ويثبتكم عند السؤال ويجعل قبركم روضه من رياض الجنه وربنا يصبر اسركم
2740,neg,@Mo7aMeD_KH1911 جرا ايه يا كسمك
2741,neg,حالتي النفسية متسمحش اني اذاكر وامتحن كدة تو ماتش
2746,pos,@jazminology وأطيعوا الله ورسوله وأولي الأمر منكم هذا هو الإنسان الذي يحب وطنه ويحافظ عليه والا لا يستحق العيش فيه
2751,pos,#AhmedGamal_On_CBC_Sat11pm مصر اللى عايشين من خيرها
2752,pos,غنضت عيني وقلت برتاح.. واثره خيالك من وراء الجفن..(مرسوم)
2753,neu,تدابير سير على الطريق البحرية ليلة رأس السنة http://t.co/YQyiM9jJiH
2755,pos,"""@Ala2_Ibrahim يعنى و الله ااااااااا تاعبينك D\"""":"
2761,pos,"""\"""" إن آللـه يعطي الذاكرين أكثر مما يعطي السائلين فـاذكروا اللّہ يذكركـم   سبحان الله والحمد لله ولا إله الا الله والله أكبر♡\"""""
2764,pos,"""\""""@Ubergulf: ليس هناك ﺃﺟﻤﻞ ﻣﻦ ﺃﻥ ﻳﺨﺒﺮﻙ ﺃﺣﺪﻫﻢ ﺑﺄﻧﻚ ﺍﺣﺪ ﺃﺳﺒﺎﺏ ﺳﻌﺎﺩﺗﻪ !\"""" #AhmedGamal_On_CBC_Sat11pm"
2765,pos,"""""""@elissakh عايشه حاله حب معاك وخداني ،،،،، ❤❤❤"""""""""
2769,pos,"""""""عصيتك فسترتني ، نسيتك فذكرتني ،   أغضبتك فرحمتني ..  لا إله إلا أنت سبحانك إني كنت من الظالمين"""""""""
2771,neg,"""\""""آحـــيـَآنـاً ! ! في هَـذآ آلزمن . . آلآهٺمآم آلزآئد بـَ آلآخرين يفقدگ كرآمتك  #منقول"
2773,neg,"""ليه بس انا مو عارفه احل هالchapter:)؟ معقولة سهل:\"""")؟"
2774,pos,#عن الشخص اللي بيبقي نفسك تفضل تتكلم معاه 24 ساعة في اليوم .
2776,pos,عودك فى مشيته عملوه منحنيات عضامك لينة لكن على التنيات تنية واتنين تلاتة اربع خمس تنيات
2777,neg,ﻋﻨﺪﻣﺎ ﺗﺘﻌﺮَّﻯ ﺍﻷﺷﺠﺎﺭُ  ﻣﻦ ﻭﺭﻗﻬﺎ ﺃﻣﺎﻡ ﺍﻟﻤﻸ ﻳﻜﻮﻥ ﻣﺼﻴﺮُﻫﺎ ﺣﻄﺒﺎً ﻟﻨﺎﺭ ﺗﻮﻗﺪُ ﺑﺎﻟﺪّﻧﻴﺎ !
2778,pos,@DoaaElSebaii #DoaaElSebaii يا حياااااااتى يا دعاااااء انا بحببببببببببببك اوووووى يا حبيبتى مستنياكى ع نااااار
2782,pos,انت داري بانشغالي ولا حبك شئ خيالي
2784,neg,مدري لمن اشكي عذابيوالالام ~
2788,pos,@chirineabdallah حااااضر دا انتي تامري ^_*
2789,pos,وفقني الله وإياكم لما يحبه ويرضاه ...@majeed2050 #الإختبارات_النهائية
2791,pos,#AhmedGamal_On_CBC_Sat11pm #AhmedGamal_On_CBC_Sat11pm يا حركاتكـ ♥♥ بقيت #ادمان http://t.co/ehuxsVQgJR
2792,pos,@lulu_dagher @MohamedQassim والله بفرح كتير :) هههههههههه
2798,pos,"""""""من غلبك بالشتم فأدّبه بالحلم، علّمه أن كل إناء بما فيه ينضح، وأن كل واحد ينفق مما عنده!"""""""""
2799,pos,@Asiaaa_Omar ميرسى حبيبة قلبى ربنا يسعدك يا رب. http://t.co/dZ5S81eRH6
2800,neu,ضبط باخرة تركية محملة بالأسلحة في طريقها لمصراتة http://t.co/BPzREukGF5 http://t.co/yC9GZocYoW
2802,neg,http://t.co/qnHX6swLwQ منحدر الصعود#دونت ميكس#الله_يحرقك_يامرسي
2805,neg,انا مدايقه بقى  بكره امتحاني   ؟؟
2806,pos,"""""""إن الحمد لله نحمده ونستعينُه ونسغفِرُه ونستهدِيه، ونعوذُ بالله من شُرور أنفسنا ومن سيئات أعمالنا،"""""""""
2807,pos,@Ahlam_Alshamsi ياريت كل الناس زيك مكنش حد اتجرح اوى ولا حد تعب اوى فعلا كلامك صحيح بس فين اللي يسمع ويشوف ويحس مثلك
2808,pos,#سبحان_الله وبحمده - #شي_تتمنى_يصير_في_2015 #ماذا_ستقول_لميسي_اذا_قابلته #جيهان_للإستقدام_ترعى_الاتحاد #كم_هديه_جتك http://t.co/1NUGFW80av
2810,pos,@_dr_sara تعصي الاله وانت تظهر حُبّه  هذا محالٌ في القياس بديع لو كان حبك صادقاً لأطعته  إن المحب لمن يحب مُطيع
2811,neg,مش فاهم مش فاهم مش فاهم مش فاهم مش فاهم مش فاهم مش فاهم مش فاهم مش فاهم مش فاهم مش فاهم مش فاهم مش فاهم مش فاهم مش فاهم مش فاهم مش فاهم
2817,pos,"""""""أنا من فترة للتانية ممكن أسأل ناس من القريبين شايفني إزاي؟ أو حتى لو حد لسة عارفنّي، عشان وارد جداً هيكونوا شايفين حاجات أنا مش شايفاها. 1"""""""""
2823,pos,@QPezYq3WDtyM6VY @mennty_ اتخصصي جراحه عشان اشغلكفي المستشفي بتاعتي
2826,neg,جرعات من الكئابة :/
2827,pos,الحمدلله على حياة يدبرها الله وفق رحمته...
2828,neu,@ToOoTaZ شيرين يحيي مع لميس الحديدي
2830,pos,`  مسا الغلا والشوق واحلى التعابير واحساس م ينساك لو گنت غايب            مساء الخير
2834,pos,بكل ما فيني اتمنى اعيش بمكان جديد واعرف ناس جديده .
2835,neu,@ManarMsaad @wafaasamy1 مش عارف والله هشوف كدا يمكن حد يعرفه
2841,pos,عاملين ايه ياحلوين واحشني من الصبح بس كان عندي امتحان بقي
2851,pos,#pr أصل أفنان بردواا محامية و ليها وضعها ف الدولة :D .
2854,pos,حدیث #العیون یفوق جمآل حدیث اللسآن آلف مرھ /~
2855,neg,روان : سلمى انا حاسه اننا هنسقط ...... انا : http://t.co/pNpcIfpCxY
2857,neg,@ihassan00 لسه مفيش أخبار عنه
2859,pos,مبروك لجميع الفائزين وجميع القبائل                          تبوك# http://t.co/yp3H5TBFAj
2860,pos,@mohamed18_3 ربنا يخليهوملك وتفرح بيهم ❤
2863,pos,@AtefElsheshtawy بما إن الحالة تعبانة .. إرفع إيدك فوق لو متضايق هتروق :-D
2864,pos,@Ehna_Tv   احلى صباح مع محبوب العرب #محمد_عساف
2866,neg,@MamdouhNasr07 @NaderALTaher @7FLGy @ahmedebrahim مش هنحفل على حد يعنى الايد البطالة نجسة اجدعان
2868,neu,فاروق يغادر مران الأهلي مصابا.. وجاريدو يعالج أخطاء الدفاع بجمعة #الاهلى #يلا_دورى http://t.co/w9hjoW7IlK
2870,pos,"""@Rou3bdelnabi احم ربنا يخليكي يا رنده والله :\""""3"
2872,neg,وحده قاتله لأسف
2874,pos,@alaoshka يسعدك يا رب ..ويارب تحققي آمانيكي
2876,pos,#ArabsGotTalent  شو هالموهبة !!
2881,pos,@Afnan_Gohar_25 @blanco20101 ههههه دراسات دى كانت ف 6 ابتدائى عقبال ما تووصلى اعداى و تاخدى علوم بقى و تكبرى و تبقى قد الدنيا :D
2883,pos,"""""""\"""" من يعش ببساطة، ويتعامل بأناقة يجبر الجميع على احترامه وحبه .. كن بسيطًا تكن أجمل\"""""""""""""
2884,pos,يارب مالي ملاذ الا الدعاء ياكريم يارب اغثني برحمتك انت يالمقتدر  اعوذ بك من غثاء الدنياء ومكر الرجيم والوذ بك من عقابك والسخط والقبر
2891,neg,محتاجة حد بذاكرلي زي الاطفال من كتر مابسرح :/
2892,neg,انت ممكن تدارى وجعك ودمعتك وديقتك عشان بس متصعبش على حد
2900,pos,@lamosa111 @SalwaGhoneim @zozzataalt @joyksa1 @semofrish @shrook_adel احنا بئى حنساعد بعض واللى يعرف يقول الباقى اوك
2903,pos,@elznbery  احلى مسا على عيونك يا زنن .عندى دى
2904,pos,@Almatadooor2020 ميرسي
2905,pos,@lion_lolo اهلين لولو
2906,pos,"""""""إنّي أنا النّايُ الذي لا تنتهي أنغامُهُ، ما دامَ في الأحياءِ  #الشابي http://t.co/7fGWKa7doT"""""""""
2907,pos,مصطفى حسني قدوتي بعد رسولي.
2909,neg,حزن حزن
2910,pos,#مصر_العربية   حاتم عزام لـ رامي جان: كل سنة وأنت حر التفاصيل من هنا http://t.co/ty3sQ43LLd @hatemazzam
2912,neg,"""""""لم تفهمنـــــي .. ولـــــن تفهمنـــــــــي ­،،، فأنــــا أحدثـــك بقلبــــي .. وانــــت تحدثنـــــي بعقــــــلك!!!"""""""""
2914,neg,@saharhassn ده هما الغلط ذاته
2915,pos,@arar1234590 @kokkqwerty @lovisr60 @salehahalhilaly @a_s_hebrahim بارك الله فيكم اخي شمالي … ربنا يستجيب دعاءكم يارب امين
2918,pos,يا سلام ما أحلى شعور الواحد يخلص دراسة و يكون عبى راسو نوم  #SocialMedia #بس_بقول
2921,pos,من الموسم الى فات و انا بحب عروض أولاد ياسين و بيعملوا شو حلو جدااا و أن شاء الله ياخدوا 4 نعم   #ArabsGotTalent
2923,neg,@hassanbanat لقد تم تعطيل الحساب -_-
2925,pos,@marammmm88 ده فيديو حياتي
2926,neg,عينى عالفوق كتفه هموم جبلين #هندسة
2927,pos,صور حصرى من مطار القاهره لاستقبال #القبطان و #الصقر http://t.co/A0ICAKIP7a
2928,pos,رنا يا جودعان #مينا_فخر_العرب #MinaAtta http://t.co/BNrPy10S1g
2929,pos,نفسي فعربية ڤولڤو
2931,pos,شاهين ومينا ايد واااااحده♥♥♥♥ محمد شاهين http://t.co/RGcrJ0vLyZ
2935,pos,"""""""الوصولَ إلى القَلوبَ ليسَ صعباً ، فقطَ كُنَ أنيقًا عند طرقَ بابَ القلوبَ و أحسنَ الزيارة ولا تَكنَ ضيفاً ثقيلاً ! http://t.co/MGLpISkCC8"""""""""
2937,pos,@arnobe2425 ويسعدك يارب وان شاء الله تكون سنه سعيده عليك وعلي كل آحبابك يارب :) :)
2938,pos,"""""""أحمد حلمي إنسان جميل جداً، عبقري، أسطورة في نفسه كده."""""""""
2941,neg,#نقطة_ضعف_البنات العمر  والمصاري - وشوفة الحال انا .. انا ....انا هي بتكون مش شبعني اللقمة عند اهلها.
